Belegnummer;Personennummer;Buchungsdatum;Betrag;Verwendungszweck
15607;10644;20.04.2025;8987,87;Dauerauftrag Februar
15082;10077;14.05.2025;4742,23;Überweisung an Renate Thelen
11575;10105;08.05.2025;2706,30;Gutschrift Vorgang 7009
13934;10189;26.01.2025;-2956,10;Dauerauftrag November
14277;10525;07.08.2025;8083,15;Überweisung an Anja Baumgartner
14655;10406;29.03.2025;4334,67;Dauerauftrag März
10679;10497;26.05.2025;8051,56;Dauerauftrag März
10840;10763;26.12.2025;638,61;Überweisung an Doris Wachsmuth
10252;10462;25.10.2025;-2064,48;Beitrag Dezember – Kundennummer 10462
15719;10175;17.04.2025;1490,45;Rückzahlung an franziska.fassbender@beispiel-firma.de
11358;10294;17.10.2025;8390,54;Gutschrift Vorgang 0535
10553;10147;17.11.2025;-2040,17;Rückzahlung an renate.achterberg@beispiel-firma.de
13115;10784;19.02.2025;-979,87;Lastschrift DE76999999990000010784
14165;10462;03.08.2025;1426,27;Überweisung an Olaf Baumgartner
14242;10693;24.08.2025;8932,84;Rechnung 2024-1416, Rückfragen unter (047) 7545151
12016;10672;19.05.2025;-202,04;Rechnung 2024-1664, Rückfragen unter +49 63 43283493
12093;10588;26.05.2025;8275,27;Gutschrift Vorgang 1587
15530;10756;03.12.2025;3325,98;Überweisung an Andreas Niederegger
11848;10203;01.01.2025;-1955,29;Gutschrift Vorgang 1537
14634;10483;18.07.2025;-1140,48;Gutschrift Vorgang 3638
14998;10805;17.02.2025;-2131,21;"Miete Juni; Konto DE07999999990000010805"
15096;10665;14.10.2025;-1565,35;Überweisung an Jutta Baumgartner
12744;10714;21.04.2025;6766,77;Rückzahlung an dieter.fassbender@beispiel-firma.de
14473;10819;13.11.2025;-2440,76;Lastschrift DE21999999990000010819
10483;10791;10.01.2025;7390,76;Beitrag Oktober – Kundennummer 10791
15110;10399;08.12.2025;136,49;Überweisung an Elke Hasselbach
13759;10742;01.11.2025;1173,45;Gutschrift Vorgang 3938
11316;10175;18.03.2025;-1473,24;Rechnung 2024-5336, Rückfragen unter +49 80 61735194
13507;10805;07.01.2025;7486,02;Rückzahlung an heike.kettenbach@beispiel-firma.de
11218;10819;20.09.2025;2344,47;Dauerauftrag August
10742;10770;10.02.2025;-1636,88;Beitrag Mai – Kundennummer 10770
13801;10000;03.08.2025;545,86;Beitrag Februar – Kundennummer 10000
15572;10546;04.03.2025;7149,10;Dauerauftrag September
13794;10448;22.01.2025;-2249,29;Gutschrift Vorgang 7998
11470;10378;22.01.2025;4833,01;Beitrag August – Kundennummer 10378
11239;10105;24.01.2025;3444,74;"Miete Januar; Konto DE27999999990000010105"
10917;10147;19.11.2025;7639,73;Rückzahlung an renate.achterberg@beispiel-firma.de
11155;10000;18.04.2025;3938,98;Rechnung 2024-7030, Rückfragen unter (079) 5540670
14123;10133;22.07.2025;5693,13;Beitrag März – Kundennummer 10133
13500;10658;01.10.2025;-1980,33;Lastschrift DE40999999990000010658
11645;10210;12.05.2025;3374,29;Dauerauftrag April
12457;10784;04.06.2025;3335,53;Rechnung 2024-7312, Rückfragen unter 0727/477993-39
14725;10140;24.04.2025;-525,43;Gutschrift Vorgang 7354
11386;10238;01.11.2025;-1076,61;"Miete Juli; Konto DE70999999990000010238"
14060;10427;04.08.2025;1748,25;Beitrag August – Kundennummer 10427
15026;10560;25.06.2025;3777,27;Lastschrift DE32999999990000010560
10329;10063;18.04.2025;6577,54;Dauerauftrag September
15075;10343;18.11.2025;-76,19;Dauerauftrag August
14998;10686;25.12.2025;8654,76;Lastschrift DE68999999990000010686
13647;10784;14.10.2025;6471,87;Rückzahlung an lars.zangerle@beispiel-firma.de
13381;10686;03.07.2025;2589,99;Lastschrift DE68999999990000010686
13752;10028;06.07.2025;8161,99;Beitrag Oktober – Kundennummer 10028
11673;10616;11.11.2025;-1984,38;Gutschrift Vorgang 0600
12821;10301;09.03.2025;-2582,30;Dauerauftrag August
10924;10623;19.03.2025;4768,90;Rückzahlung an nadine.wachsmuth@beispiel-firma.de
12912;10406;10.11.2025;2372,73;Gutschrift Vorgang 9708
15719;10413;03.08.2025;6968,36;Gutschrift Vorgang 0227
13794;10602;05.10.2025;-2722,58;Lastschrift DE74999999990000010602
12114;10476;13.07.2025;-102,43;Beitrag September – Kundennummer 10476
13577;10119;26.10.2025;-2053,17;Lastschrift DE41999999990000010119
13185;10392;26.11.2025;3191,63;Lastschrift DE44999999990000010392
13192;10770;24.12.2025;2448,81;Rechnung 2024-6654, Rückfragen unter +49 45 67080005
12646;10812;21.04.2025;-258,26;Lastschrift DE14999999990000010812
15138;10539;15.09.2025;-1719,02;Rückzahlung an elke.achterberg@beispiel-firma.de
14984;10231;09.05.2025;6668,75;Gutschrift Vorgang 4970
15110;10490;28.07.2025;-1401,55;Lastschrift DE52999999990000010490
15775;10189;04.10.2025;4055,48;Dauerauftrag Dezember
14298;10588;26.01.2025;-443,88;Lastschrift DE60999999990000010588
11946;10322;26.02.2025;-2033,94;Dauerauftrag Januar
12030;10476;04.09.2025;7641,28;Rechnung 2024-0034, Rückfragen unter +49 36 29804010
15124;10623;06.03.2025;3354,61;"Miete Mai; Konto DE05999999990000010623"
12506;10343;15.05.2025;1181,87;Rechnung 2024-5863, Rückfragen unter (037) 3085170
14130;10154;08.11.2025;5457,43;Rechnung 2024-3137, Rückfragen unter 0768/847736-82
15369;10154;27.03.2025;2447,21;Gutschrift Vorgang 9589
15481;10476;07.09.2025;-824,29;"Miete Februar; Konto DE38999999990000010476"
11589;10203;15.08.2025;381,56;Überweisung an Irene Niederegger
14753;10266;13.09.2025;6622,29;Beitrag Mai – Kundennummer 10266
10637;10462;11.12.2025;7597,32;Rechnung 2024-8949, Rückfragen unter (044) 9889868
12429;10007;12.01.2025;6699,98;"Miete November; Konto DE19999999990000010007"
13675;10455;12.07.2025;470,55;Gutschrift Vorgang 1488
10455;10147;17.06.2025;223,17;Gutschrift Vorgang 3698
12667;10147;02.04.2025;-2240,62;Rechnung 2024-3293, Rückfragen unter +49 48 7967322
13682;10455;23.01.2025;808,37;Beitrag September – Kundennummer 10455
13066;10308;04.08.2025;-2108,91;Rückzahlung an olaf.zangerle@beispiel-firma.de
12436;10749;14.08.2025;-589,79;Rückzahlung an anja.dettmer@beispiel-firma.de
10973;10700;20.11.2025;7047,74;Rechnung 2024-9489, Rückfragen unter +49 68 37789569
10819;10350;12.09.2025;-1009,22;Gutschrift Vorgang 2295
15649;10707;12.06.2025;2806,43;Beitrag Juni – Kundennummer 10707
10595;10196;27.10.2025;3837,99;"Miete Oktober; Konto DE28999999990000010196"
13192;10658;08.01.2025;-2086,75;Rückzahlung an dieter.muehlbauer@beispiel-firma.de
13675;10833;15.12.2025;3828,77;Gutschrift Vorgang 3759
15054;10805;12.03.2025;1180,51;Rechnung 2024-8514, Rückfragen unter (050) 3975423
15530;10371;13.06.2025;-2243,78;Überweisung an Birgit Steinkamp
12317;10581;31.05.2025;-2865,66;Überweisung an Jutta Quandtner
14165;10266;09.06.2025;1451,39;Dauerauftrag März
15341;10063;25.06.2025;-2602,21;Lastschrift DE75999999990000010063
10119;10084;06.12.2025;-2207,27;Überweisung an Christoph Wachsmuth
14193;10434;07.12.2025;2462,09;Beitrag September – Kundennummer 10434
13213;10070;10.01.2025;1967,93;Lastschrift DE82999999990000010070
14151;10602;14.06.2025;6285,16;Überweisung an Frank Reinsberg
13941;10644;10.01.2025;5983,76;Dauerauftrag Mai
13325;10742;10.08.2025;-2215,94;Lastschrift DE34999999990000010742
12821;10791;26.12.2025;379,48;Gutschrift Vorgang 3821
12765;10770;28.06.2025;3058,59;Rechnung 2024-1947, Rückfragen unter +49 45 67080005
11477;10497;22.05.2025;-2998,89;Lastschrift DE59999999990000010497
15166;10140;15.04.2025;4184,70;Dauerauftrag Mai
12982;10560;10.10.2025;4402,84;Rechnung 2024-5777, Rückfragen unter 0200/206437-60
14277;10175;11.03.2025;7280,08;Dauerauftrag Juli
15320;10140;16.07.2025;5181,77;"Miete Januar; Konto DE62999999990000010140"
14368;10560;30.07.2025;810,02;"Miete Mai; Konto DE32999999990000010560"
13787;10161;25.03.2025;4185,77;Lastschrift DE83999999990000010161
10126;10105;22.03.2025;627,33;Überweisung an Lena Kettenbach
14403;10364;18.11.2025;-1886,26;Rechnung 2024-9698, Rückfragen unter +49 37 95474822
11883;10798;20.05.2025;5106,73;Dauerauftrag Juni
15775;10301;02.11.2025;-1669,34;Gutschrift Vorgang 8830
12576;10280;05.01.2025;-906,11;Rückzahlung an peter.pflueger@beispiel-firma.de
14501;10364;16.11.2025;8636,17;Beitrag Mai – Kundennummer 10364
13682;10336;08.12.2025;1,79;Überweisung an Ingo Zangerle
11078;10679;12.04.2025;-907,22;"Miete August; Konto DE61999999990000010679"
11869;10014;11.11.2025;5461,25;Überweisung an Peter Illigen
11708;10301;25.10.2025;-1974,92;Gutschrift Vorgang 6634
13409;10378;20.08.2025;6607,72;Rechnung 2024-3335, Rückfragen unter (061) 3743664
10819;10112;15.01.2025;3327,85;Rückzahlung an peter.quandtner@beispiel-firma.de
10189;10021;29.11.2025;-1629,81;Lastschrift DE33999999990000010021
14627;10042;06.12.2025;-935,13;Beitrag März – Kundennummer 10042
11925;10385;20.06.2025;1524,24;Rückzahlung an claudia.illigen@beispiel-firma.de
